unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,expect_foreclosure,use_credit_cards,weight
2,1,7,1,1,150.0,18.0,1,2,77,77,77,8,77,1,56.538982314
1,2,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,40.414232465
1,2,6,2,1,600.0,300.0,3,9,1,77,2,3,77,1,100.52497169
1,1,6,2,1,185.0,185.0,3,9,2,77,3,1,77,1,54.391850865
2,1,6,1,1,200.0,200.0,1,3,77,77,77,7,77,1,87.829654772
2,1,7,1,2,40.0,6.0,2,2,77,1,77,1,3,1,133.76810475
2,1,7,1,1,200.0,50.0,2,3,77,1,77,8,3,1,55.806555255
2,2,7,1,1,350.0,0.0,3,4,1,77,2,8,77,1,435.06682828
2,1,6,1,2,150.0,100.0,3,4,1,77,2,8,77,1,784.69694109
2,2,4,1,2,400.0,100.0,3,6,1,77,2,3,77,1,174.83785779
1,2,7,1,2,100.0,100.0,1,3,77,77,77,5,77,1,95.65147396
2,1,7,1,3,120.0,60.0,2,2,77,1,77,7,3,1,151.716277
2,2,7,1,1,100.0,50.0,2,8,77,1,77,6,3,1,80.389594947
1,1,4,1,3,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,234.07046623
2,1,6,1,1,350.0,50.0,2,2,77,1,77,8,3,1,40.414232465
2,1,4,1,1,100.0,50.0,3,3,1,77,2,4,77,1,115.89084824
2,1,7,1,1,80.0,0.0,3,6,1,77,2,6,77,1,40.414232465
1,2,7,1,2,250.0,300.0,2,2,77,1,77,6,3,1,107.8796218
2,2,7,1,1,140.0,0.0,2,4,77,1,77,3,3,1,80.389594947
2,2,7,2,1,800.0,400.0,3,3,1,77,2,1,77,1,140.83504915
2,1,4,1,1,500.0,300.0,1,4,77,77,77,7,77,1,88.60840646
2,1,5,1,1,200.0,50.0,3,9,1,77,2,6,77,1,115.89084824
2,2,7,1,1,180.0,94.0,2,2,77,1,77,8,3,1,40.414232465
1,1,3,1,1,0.0,44.187175247122255,1,4,77,77,77,5,77,1,1160.1874243
1,1,7,1,1,95.0,0.0,3,8,1,77,2,4,77,1,68.094076165
2,2,7,1,2,200.0,100.0,2,2,77,1,77,8,3,1,74.386360892
1,1,7,1,1,125.0,0.0,3,9,1,77,2,3,77,1,56.538982314
2,1,7,1,1,200.0,100.0,2,3,77,1,77,8,3,1,55.806555255
1,2,7,1,2,150.0,22.0,1,3,77,77,77,5,77,1,107.8796218
1,2,7,1,1,150.0,0.0,1,2,77,77,77,7,77,1,56.538982314
2,1,4,1,2,125.0,90.0,2,4,77,1,77,6,3,1,204.64892199
1,1,4,1,2,60.0,55.0,2,3,77,1,77,7,3,1,174.83785779
2,1,7,1,1,100.0,50.0,3,9,1,77,2,6,77,1,57.77454569
1,2,4,2,1,150.0,0.0,3,3,2,77,2,3,77,1,119.25440459
2,1,7,1,1,200.0,200.0,2,3,77,1,77,8,3,1,87.829654772
2,1,7,1,1,150.0,275.0,2,3,77,1,77,8,3,1,117.78145411
1,2,6,1,3,100.0,50.0,2,3,77,1,77,5,3,1,151.716277
1,1,5,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,232.13375704
2,2,7,1,1,100.0,40.0,1,2,77,77,77,5,77,1,56.538982314
2,2,1,2,2,12.0,500.0,1,3,77,77,77,6,77,1,420.19404469
1,2,6,1,1,100.0,40.0,3,7,1,77,2,3,77,1,57.77454569
2,1,4,1,2,250.0,30.0,2,3,77,1,77,5,3,1,209.71633423
2,1,7,1,1,250.0,50.0,3,9,1,77,2,5,77,1,68.094076165
1,1,4,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,209.71633423
1,1,6,1,2,120.0,50.0,2,2,77,1,77,6,3,1,810.23292954
2,1,7,1,2,60.0,40.0,2,3,77,1,77,6,3,1,856.16441642
2,2,7,1,1,187.45582981090902,84.03439854651869,1,2,77,77,77,5,77,1,52.742529497
2,1,7,1,1,200.0,100.0,2,2,77,1,77,7,3,1,87.829654772
2,1,6,1,1,150.0,100.0,3,8,1,77,2,7,77,1,55.157586462
2,1,7,1,1,75.0,75.0,2,4,77,1,77,8,3,1,51.796716957
2,2,4,1,2,150.0,0.0,4,3,77,77,77,1,77,1,204.64892199
1,2,3,1,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,549.59231247
2,1,7,1,1,200.0,150.0,3,3,1,77,2,5,77,1,93.047593504
1,2,6,1,1,172.68038087888817,49.0,3,2,1,77,2,7,77,1,93.047593504
1,2,7,1,2,500.0,50.0,3,4,2,77,1,1,77,1,95.65147396
2,1,7,1,1,200.0,50.0,2,9,77,1,77,8,3,1,40.414232465
1,2,4,1,2,300.0,45.0,3,5,1,77,2,4,77,1,209.71633423
2,2,4,2,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,164.55688196
2,1,7,1,1,200.0,100.0,1,3,77,77,77,8,77,1,87.829654772
2,2,7,1,1,300.0,0.0,1,2,77,77,77,8,77,1,56.538982314
2,1,6,1,2,150.0,150.0,2,7,77,1,77,5,3,1,108.61604004
2,2,7,1,1,100.0,100.0,1,9,77,77,77,6,77,1,80.389594947
2,1,7,1,1,200.0,400.0,2,6,77,1,77,7,3,1,59.593300091
2,1,6,1,3,40.0,70.0,3,9,1,77,2,6,77,1,153.13061592
